"Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP"
"456,Nik Stauskas\stausni01,SG,25,CLE,21,304,12.1,.552,.596,.242,2.8,13.3,7.8,8.6,1.0,0.9,7.6,17.0,,0.4,0.0,0.4,.061,,-0.3,-2.9,-3.2,-0.1"
"457,D.J. Stephens\stephdj01,SG,28,MEM,1,7,5.5,.500,.000,.000,0.0,0.0,0.0,0.0,7.1,0.0,33.3,19.2,,0.0,0.0,0.0,-0.117,,-9.9,2.3,-7.6,0.0"
"458,Lance Stephenson\stephla01,SG,28,LAL,66,1078,12.2,.531,.444,.175,3.1,16.7,10.1,17.3,1.7,0.5,15.3,20.4,,0.0,1.2,1.2,.053,,-1.7,-0.4,-2.1,0.0"
"459,Edmond Sumner\sumneed01,PG,23,IND,20,174,4.9,.378,.408,.245,4.6,8.1,6.4,6.7,2.5,2.6,12.8,15.7,,-0.3,0.3,-0.1,-0.021,,-5.6,1.1,-4.5,-0.1"
"460,Caleb Swanigan\swanica01,PF,21,POR,18,145,3.1,.372,.114,.159,9.8,28.0,19.1,6.2,1.3,0.0,25.4,18.4,,-0.4,0.2,-0.3,-0.086,,-8.9,-0.7,-9.6,-0.3"
"461,Jayson Tatum\tatumja01,SF,20,BOS,76,2376,15.2,.550,.304,.220,3.1,17.8,10.4,10.1,1.6,2.1,9.7,22.0,,1.7,3.2,5.0,.100,,-1.2,0.5,-0.7,0.8"
"462,Jeff Teague\teaguje01,PG,30,MIN,42,1264,15.4,.528,.252,.368,1.3,7.7,4.5,37.6,1.6,1.2,16.7,19.2,,1.7,0.5,2.3,.086,,0.1,-2.5,-2.4,-0.1"
"463,Garrett Temple\templga01,SG,32,TOT,71,1957,8.3,.538,.534,.205,1.5,10.3,5.8,7.4,1.8,1.4,11.5,13.2,,0.1,2.0,2.1,.051,,-1.9,0.6,-1.2,0.4"
"463,Garrett Temple\templga01,SG,32,MEM,49,1530,8.6,.551,.543,.196,1.3,10.1,5.6,6.7,1.6,1.6,11.4,13.9,,0.1,1.5,1.6,.051,,-1.9,0.5,-1.4,0.2"
"463,Garrett Temple\templga01,SG,32,LAC,22,427,7.1,.483,.494,.241,2.1,11.1,6.7,9.7,2.3,0.9,11.9,10.8,,0.0,0.4,0.5,.051,,-1.8,1.0,-0.8,0.1"
"464,Milos Teodosic\teodomi01,PG,31,LAC,15,150,6.5,.557,.675,.175,2.2,8.9,5.7,28.9,0.9,0.5,32.8,18.0,,-0.1,0.1,0.0,-0.015,,-2.9,-3.1,-6.0,-0.1"
"465,Jared Terrell\terreja01,SG,23,MIN,11,76,0.4,.377,.444,.074,1.4,4.3,2.8,12.2,1.9,1.1,22.3,19.8,,-0.3,0.0,-0.2,-0.154,,-7.8,-2.6,-10.4,-0.2"
"466,Emanuel Terry\terryem01,PF,22,TOT,3,23,19.7,.571,.000,.571,14.2,19.6,16.8,12.3,6.2,0.0,18.6,20.1,,0.0,0.0,0.1,.119,,-0.7,2.4,1.7,0.0"
"466,Emanuel Terry\terryem01,PF,22,PHO,2,20,19.9,.654,.000,.333,11.0,22.5,16.7,8.0,7.2,0.0,22.5,19.1,,0.0,0.0,0.1,.129,,-1.2,2.9,1.7,0.0"
"466,Emanuel Terry\terryem01,PF,22,MIA,1,3,18.5,.266,.000,2.000,35.6,0.0,17.8,40.6,0.0,0.0,0.0,26.9,,0.0,0.0,0.0,.047,,2.9,-1.4,1.5,0.0"
"467,Daniel Theis\theisda01,C,26,BOS,62,861,17.6,.634,.247,.298,10.4,16.5,13.4,10.7,1.1,4.1,10.3,16.1,,2.3,1.2,3.5,.194,,1.0,1.5,2.4,1.0"
"468,Isaiah Thomas\thomais02,SG,29,DEN,10,147,6.4,.451,.442,.247,3.7,5.2,4.4,17.0,1.0,0.6,16.6,29.7,,-0.4,0.1,-0.3,-0.087,,-4.8,-4.3,-9.1,-0.3"
"469,Khyri Thomas\thomakh01,SG,22,DET,24,189,7.3,.437,.538,.169,2.2,9.6,5.8,6.1,1.8,2.2,5.4,16.8,,-0.1,0.2,0.1,.025,,-3.9,-0.4,-4.3,-0.1"
"470,Lance Thomas\thomala01,PF,30,NYK,44,750,6.2,.483,.410,.180,2.9,12.7,7.6,5.2,1.0,0.8,10.8,12.6,,-0.2,0.3,0.1,.004,,-3.9,-1.2,-5.1,-0.6"
"471,Klay Thompson\thompkl01,SG,28,GSW,73,2508,17.0,.574,.425,.117,1.7,10.2,6.1,10.7,1.5,1.5,7.3,25.9,,3.0,2.1,5.1,.097,,1.4,-2.1,-0.7,0.8"
"472,Tristan Thompson\thomptr01,C,27,CLE,42,1176,18.5,.550,.000,.269,15.5,25.6,20.4,11.3,1.2,1.2,12.2,17.6,,2.1,0.5,2.6,.108,,0.3,0.2,0.5,0.7"
"473,Sindarius Thornwell\thornsi01,SG,24,LAC,60,283,4.9,.458,.313,.625,1.9,13.4,7.9,7.1,2.3,1.4,22.7,11.8,,-0.3,0.3,0.0,-0.002,,-5.3,1.1,-4.2,-0.2"
"474,Anthony Tolliver\tollian01,PF,33,MIN,60,992,8.9,.585,.839,.237,1.5,16.1,8.7,5.3,0.7,1.6,10.9,12.4,,0.7,0.5,1.2,.058,,-0.9,-1.3,-2.2,0.0"
"475,Karl-Anthony Towns\townska01,C,23,MIN,74,2446,26.4,.618,.277,.337,11.1,29.3,20.1,17.2,1.3,4.2,13.3,28.8,,7.1,3.1,10.2,.201,,5.0,1.9,6.9,5.5"
"476,Gary Trent\trentga02,SG,20,POR,13,55,0.7,.353,.500,.143,0.0,15.2,7.7,2.5,0.0,1.5,6.3,24.4,,-0.2,0.0,-0.2,-0.148,,-9.1,-5.2,-14.3,-0.2"
"477,Allonzo Trier\trieral01,SG,23,NYK,64,1459,12.2,.564,.255,.431,2.2,12.3,7.1,12.8,0.9,0.8,15.8,21.4,,0.5,0.5,0.9,.030,,-2.1,-2.0,-4.1,-0.8"
"478,P.J. Tucker\tuckepj01,PF,33,HOU,77,2671,9.2,.548,.738,.113,4.6,14.8,9.6,4.8,2.3,1.1,10.6,9.3,,1.9,2.7,4.6,.082,,-0.6,1.7,1.1,2.1"
"479,Evan Turner\turneev01,PG,30,POR,69,1519,10.9,.493,.115,.218,2.5,18.6,10.7,23.0,1.0,0.8,18.9,15.7,,0.2,1.4,1.6,.050,,-2.8,0.7,-2.2,-0.1"
"480,Myles Turner\turnemy01,C,22,IND,71,2048,17.9,.562,.251,.251,5.5,22.2,14.0,8.1,1.4,8.4,10.6,20.1,,1.7,4.4,6.0,.141,,-1.5,4.7,3.2,2.7"
"481,Ekpe Udoh\udohek01,C,31,UTA,46,251,18.6,.691,.000,.339,8.8,17.0,12.9,9.9,1.3,7.6,14.6,12.8,,0.6,0.5,1.1,.208,,-1.0,5.0,4.0,0.4"
"482,Tyler Ulis\ulisty01,PG,23,CHI,1,1,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.016,,-6.6,-0.4,-7.1,0.0"
"483,Jonas Valanciunas\valanjo01,C,26,TOT,49,1091,24.4,.616,.089,.344,10.7,31.5,21.2,12.0,0.8,4.4,12.7,28.5,,2.2,1.9,4.2,.184,,0.1,1.2,1.3,0.9"
"483,Jonas Valanciunas\valanjo01,C,26,TOR,30,564,24.4,.639,.116,.363,10.6,30.2,20.7,8.5,1.1,3.4,11.5,25.8,,1.6,1.0,2.6,.224,,0.5,0.5,1.0,0.4"
"483,Jonas Valanciunas\valanjo01,C,26,MEM,19,527,24.4,.594,.065,.326,10.9,32.9,21.7,15.8,0.6,5.4,13.8,31.4,,0.7,0.9,1.5,.141,,-0.3,2.0,1.7,0.5"
"484,Jarred Vanderbilt\vandeja01,PF,19,DEN,13,42,9.6,.352,.083,.417,15.4,31.0,23.2,6.1,3.5,2.1,22.0,18.5,,-0.1,0.1,0.0,-0.023,,-8.3,1.9,-6.4,0.0"
"485,Fred VanVleet\vanvlfr01,PG,24,TOR,60,1654,13.9,.542,.495,.190,1.4,8.7,5.2,24.0,1.5,0.9,11.2,17.9,,2.4,1.7,4.1,.119,,0.9,-0.7,0.1,0.9"
"486,Noah Vonleh\vonleno01,PF,23,NYK,68,1722,13.9,.561,.311,.355,6.7,26.1,16.1,11.1,1.3,2.5,14.7,14.8,,1.5,1.7,3.2,.089,,-1.5,1.6,0.1,0.9"
"487,Nikola Vucevic\vucevni01,C,28,ORL,77,2414,25.3,.570,.169,.164,9.2,32.1,20.5,22.2,1.6,3.0,9.8,27.9,,5.0,4.5,9.5,.189,,2.9,3.4,6.3,5.1"
"488,Dwyane Wade\wadedw01,SG,37,MIA,67,1726,15.5,.505,.257,.238,3.8,12.1,8.0,26.3,1.6,1.9,13.7,27.5,,0.0,2.1,2.0,.057,,-0.8,0.1,-0.7,0.6"
"489,Moritz Wagner\wagnemo01,C,21,LAL,38,355,10.8,.539,.485,.301,4.5,15.7,10.2,8.2,1.2,2.3,16.8,21.6,,-0.2,0.4,0.2,.028,,-3.4,-1.0,-4.5,-0.2"
"490,Dion Waiters\waitedi01,SG,27,MIA,39,1004,11.5,.532,.598,.102,0.7,10.5,5.6,17.0,1.4,0.7,12.4,21.0,,0.1,1.0,1.1,.052,,-0.4,-1.4,-1.8,0.1"
"491,Kemba Walker\walkeke02,PG,28,CHO,77,2683,21.1,.552,.436,.265,2.0,11.8,6.8,29.0,1.8,1.0,10.3,31.4,,4.6,1.8,6.3,.114,,4.7,-1.7,3.1,3.4"
"492,Lonnie Walker\walkelo01,SG,20,SAS,12,77,5.8,.359,.214,.214,0.0,16.9,8.5,6.6,3.8,2.2,11.5,19.8,,-0.2,0.1,-0.1,-0.071,,-8.4,1.2,-7.2,-0.1"
"493,John Wall\walljo01,PG,28,WAS,32,1104,18.1,.527,.306,.317,1.5,10.1,5.7,39.2,2.1,2.2,16.1,28.8,,0.5,0.7,1.2,.052,,1.0,-1.2,-0.2,0.5"
"494,Tyrone Wallace\wallaty01,PG,24,LAC,58,585,7.3,.447,.089,.272,3.8,13.2,8.6,9.4,1.6,0.9,12.1,18.6,,-0.7,0.5,-0.2,-0.014,,-5.3,-0.8,-6.1,-0.6"
"495,Taurean Waller-Prince\princta02,SF,24,ATL,51,1433,12.1,.584,.533,.190,1.5,12.5,6.9,11.3,1.6,1.1,14.4,19.4,,0.8,0.8,1.5,.052,,-0.4,-1.3,-1.7,0.1"
"496,Brad Wanamaker\wanambr01,PG,29,BOS,32,278,13.8,.606,.390,.244,1.1,11.2,6.2,21.6,1.9,0.3,15.8,16.7,,0.4,0.3,0.7,.128,,-1.0,-1.4,-2.4,0.0"
"497,T.J. Warren\warretj01,SF,25,PHO,43,1360,16.3,.580,.295,.203,2.5,11.8,7.1,7.8,1.8,1.8,7.2,22.6,,1.6,0.6,2.2,.077,,0.1,-1.7,-1.6,0.1"
"498,Julian Washburn\washbju01,SF,27,MEM,13,167,3.6,.273,.515,.121,4.6,15.1,9.8,6.5,2.4,0.6,10.3,10.4,,-0.3,0.2,-0.1,-0.029,,-6.6,1.1,-5.4,-0.1"
"499,Yuta Watanabe\watanyu01,SF,24,MEM,12,128,4.1,.378,.353,.294,1.7,19.8,10.5,6.7,1.2,0.7,11.5,15.2,,-0.3,0.1,-0.1,-0.046,,-7.9,-0.8,-8.7,-0.2"
"500,Thomas Welsh\welshth01,C,22,DEN,11,36,16.1,.648,.538,.154,0.0,12.1,6.0,20.5,0.0,0.0,6.7,17.6,,0.1,0.0,0.1,.164,,1.7,-4.4,-2.7,0.0"
"501,Russell Westbrook\westbru01,PG,30,OKC,68,2446,20.9,.500,.275,.309,4.1,28.1,15.7,45.5,2.6,1.1,16.4,31.2,,1.2,4.7,5.9,.116,,2.3,3.9,6.3,5.1"
"502,Derrick White\whitede01,PG,24,SAS,62,1600,14.5,.548,.263,.234,2.1,13.1,7.7,21.0,2.0,2.2,14.1,17.6,,1.4,1.7,3.2,.095,,-0.3,1.1,0.8,1.1"
"503,Okaro White\whiteok01,PF,26,WAS,3,6,-4.5,.000,1.000,.000,17.9,18.4,18.1,0.0,0.0,0.0,0.0,14.2,,0.0,0.0,0.0,-0.251,,-11.0,-8.2,-19.2,0.0"
"504,Hassan Whiteside\whiteha01,C,29,MIA,68,1602,23.0,.554,.025,.366,16.5,35.2,25.9,5.9,1.3,7.2,10.8,22.6,,2.1,3.7,5.8,.175,,-2.3,2.9,0.7,1.1"
"505,Andrew Wiggins\wiggian01,SF,23,MIN,68,2373,12.0,.486,.284,.249,3.6,11.5,7.5,10.4,1.3,1.7,9.3,24.4,,-0.8,1.2,0.3,.007,,-2.0,-1.3,-3.3,-0.7"
"506,Alan Williams\willial03,PF,26,BRK,4,22,32.7,.595,.100,.400,19.3,62.0,40.8,24.8,2.2,0.0,7.8,24.4,,0.1,0.1,0.1,.323,,3.5,3.7,7.3,0.1"
"507,C.J. Williams\willicj01,SG,28,MIN,13,92,6.7,.481,.444,.000,1.1,4.7,2.9,16.4,1.6,0.0,12.9,14.1,,0.0,0.0,0.0,.005,,-3.0,-3.3,-6.4,-0.1"
"508,Johnathan Williams\willijo04,C,23,LAL,19,264,11.5,.570,.014,.423,12.0,11.9,12.0,3.6,0.7,1.5,11.6,15.0,,0.3,0.2,0.5,.092,,-2.4,-1.2,-3.6,-0.1"
"509,Kenrich Williams\willike04,SF,24,NOP,42,955,8.8,.472,.552,.069,5.2,16.2,10.8,8.6,1.8,1.2,11.1,12.4,,0.0,0.8,0.8,.041,,-1.7,0.6,-1.1,0.2"
"510,Lou Williams\willilo02,SG,32,LAC,71,1885,21.7,.558,.256,.421,2.2,9.3,5.9,33.1,1.4,0.4,11.7,32.7,,4.0,1.2,5.2,.132,,3.4,-2.5,0.9,1.4"
"511,Marvin Williams\willima02,PF,32,CHO,75,2133,12.6,.548,.586,.132,3.8,17.1,10.3,6.2,1.6,2.5,6.4,14.8,,1.9,1.9,3.8,.086,,-0.1,0.5,0.4,1.3"
"512,Robert Williams\williro04,C,21,BOS,30,250,19.7,.719,.000,.304,10.2,19.3,14.8,3.2,1.5,13.2,14.7,10.5,,0.5,0.6,1.1,.209,,-2.1,7.0,4.8,0.4"
"513,Troy Williams\willitr02,SF,24,SAC,18,286,11.1,.550,.471,.172,3.2,16.9,9.9,4.6,1.6,2.4,7.9,14.7,,0.2,0.3,0.5,.080,,-2.0,0.0,-2.0,0.0"
"514,D.J. Wilson\wilsodj01,PF,22,MIL,44,775,9.8,.509,.512,.177,5.2,18.3,12.1,7.2,1.0,2.1,10.4,14.0,,0.2,1.3,1.5,.090,,-2.6,1.0,-1.6,0.1"
"515,Justise Winslow\winslju01,SF,22,MIA,61,1814,13.2,.517,.339,.191,3.5,16.0,9.8,22.1,1.8,0.8,14.8,20.8,,0.4,2.3,2.8,.073,,-0.8,0.9,0.1,1.0"
"516,Christian Wood\woodch01,PF,23,TOT,17,157,25.1,.635,.206,.544,6.8,25.5,16.4,4.8,2.1,4.2,7.7,24.1,,0.4,0.3,0.7,.216,,-0.2,-0.3,-0.5,0.1"
"516,Christian Wood\woodch01,PF,23,MIL,13,62,17.2,.585,.200,.600,7.0,24.8,16.4,4.6,0.0,0.0,8.7,23.4,,0.1,0.1,0.2,.149,,-3.4,-4.0,-7.4,-0.1"
"516,Christian Wood\woodch01,PF,23,NOP,4,95,30.3,.664,.209,.512,6.6,25.9,16.4,5.0,3.4,6.9,7.1,24.5,,0.3,0.2,0.5,.260,,1.9,2.1,4.0,0.1"
"517,Delon Wright\wrighde01,PG,26,TOT,70,1515,14.7,.514,.296,.252,4.5,11.4,7.9,19.5,2.6,1.6,11.0,17.9,,1.3,2.1,3.4,.109,,-0.5,1.3,0.9,1.1"
"517,Delon Wright\wrighde01,PG,26,TOR,49,897,14.5,.527,.307,.208,4.8,10.1,7.5,16.8,2.5,1.4,10.4,17.1,,1.1,1.2,2.3,.122,,-0.2,1.1,0.9,0.6"
"517,Delon Wright\wrighde01,PG,26,MEM,21,618,14.9,.498,.279,.314,4.1,13.2,8.6,23.5,2.8,1.9,11.8,19.0,,0.3,0.9,1.2,.090,,-0.8,1.7,0.8,0.4"
"518,Guerschon Yabusele\yabusgu01,PF,23,BOS,39,221,12.4,.535,.354,.308,10.1,12.2,11.1,8.6,1.7,2.8,15.0,16.9,,0.2,0.3,0.4,.095,,-2.1,0.3,-1.7,0.0"
"519,Nick Young\youngni01,SG,33,DEN,4,37,2.3,.500,.889,.000,0.0,2.9,1.5,6.8,0.0,2.4,18.2,12.7,,0.0,0.0,0.0,-0.020,,-4.4,-2.7,-7.0,0.0"
"520,Thaddeus Young\youngth01,PF,30,IND,78,2400,16.2,.566,.172,.163,8.9,14.6,11.8,11.8,2.4,1.3,12.0,17.9,,2.9,3.8,6.7,.134,,0.7,2.1,2.8,2.9"
"521,Trae Young\youngtr01,PG,20,ATL,77,2380,16.6,.536,.386,.323,2.5,10.1,6.2,40.3,1.3,0.5,18.0,28.3,,2.1,0.7,2.8,.057,,1.5,-2.8,-1.4,0.4"
"522,Cody Zeller\zelleco01,C,26,CHO,49,1243,17.2,.611,.064,.409,9.3,19.7,14.4,12.1,1.5,2.9,13.2,16.2,,2.6,1.2,3.9,.149,,0.2,1.7,1.9,1.2"
"523,Tyler Zeller\zellety01,C,29,ATL,2,11,1.5,.000,.500,.000,18.8,39.2,28.8,10.7,0.0,0.0,0.0,7.4,,0.0,0.0,0.0,-0.011,,-6.8,-0.3,-7.1,0.0"
"524,Ante Zizic\zizican01,C,22,CLE,55,996,15.8,.581,.000,.401,10.4,22.9,16.4,7.2,0.6,1.8,13.0,17.9,,1.5,0.3,1.8,.085,,-2.0,-1.4,-3.4,-0.3"
"525,Ivica Zubac\zubaciv01,C,21,TOT,55,950,18.6,.604,.000,.331,11.9,23.9,18.0,9.3,0.5,3.9,14.1,20.4,,1.7,1.2,2.9,.147,,-1.3,0.9,-0.4,0.4"
"525,Ivica Zubac\zubaciv01,C,21,LAL,33,516,19.5,.633,.000,.342,11.1,21.2,16.2,7.3,0.4,4.3,12.9,20.5,,1.2,0.6,1.8,.165,,-1.3,0.3,-0.9,0.1"
"525,Ivica Zubac\zubaciv01,C,21,LAC,22,434,17.6,.567,.000,.318,12.9,27.0,20.2,11.8,0.8,3.5,15.4,20.2,,0.6,0.6,1.1,.126,,-1.3,1.5,0.3,0.3"
